iter	Passed	Remaining
417	2785	3877
418	2790	3870
419	2796	3862
420	2803	3855
421	2810	3849
422	2816	3842
423	2823	3835
424	2829	3827
425	2835	3820
426	2841	3813
427	2848	3806
428	2854	3799
429	2861	3793
430	2867	3786
431	2874	3779
432	2880	3772
433	2887	3765
434	2894	3759
435	2902	3755
436	2910	3749
437	2917	3743
438	2924	3736
439	2929	3729
440	2935	3721
441	2941	3714
442	2948	3706
443	2954	3699
444	2961	3693
445	2968	3687
446	2975	3681
447	2982	3675
448	2989	3668
449	2995	3661
450	3001	3653
451	3007	3645
452	3013	3638
453	3019	3631
454	3026	3625
455	3033	3618
456	3038	3610
457	3044	3603
458	3051	3596
459	3056	3588
460	3062	3580
461	3068	3573
462	3074	3566
463	3081	3559
464	3087	3551
465	3093	3545
466	3101	3539
467	3108	3533
468	3114	3526
469	3121	3519
470	3127	3512
471	3134	3506
472	3142	3501
473	3148	3494
474	3154	3487
475	3161	3479
476	3167	3472
477	3173	3465
478	3179	3457
479	3185	3450
480	3190	3443
481	3196	3435
482	3202	3428
483	3209	3421
484	3214	3413
485	3220	3406
486	3226	3398
487	3232	3391
488	3238	3384
489	3244	3376
490	3250	3369
491	3256	3362
492	3262	3355
493	3268	3348
494	3277	3344
495	3285	3338
496	3292	3332
497	3300	3327
498	3308	3321
499	3315	3315
500	3323	3309
501	3329	3302
502	3335	3295
503	3341	3288
504	3347	3281
505	3353	3274
506	3359	3267
507	3366	3260
508	3371	3252
509	3377	3245
510	3383	3237
511	3389	3230
512	3395	3223
513	3402	3217
514	3425	3225
515	3429	3217
516	3434	3209
517	3440	3201
518	3446	3193
519	3452	3186
520	3459	3181
521	3465	3173
522	3472	3167
523	3479	3160
524	3485	3153
525	3491	3146
526	3497	3139
527	3505	3133
528	3512	3127
529	3518	3120
530	3524	3113
531	3531	3106
532	3537	3099
533	3544	3093
534	3550	3086
535	3557	3079
536	3563	3072
537	3570	3065
538	3576	3058
539	3582	3051
540	3588	3044
541	3594	3037
542	3601	3031
543	3607	3024
544	3614	3017
545	3620	3010
546	3627	3003
547	3633	2996
548	3640	2990
549	3647	2984
550	3656	2979
551	3663	2973
552	3671	2967
553	3678	2961
554	3686	2955
555	3693	2949
556	3700	2943
557	3707	2936
558	3713	2929
559	3719	2922
560	3726	2915
561	3733	2909
562	3739	2902
563	3745	2895
564	3752	2888
565	3759	2882
566	3765	2875
567	3771	2868
568	3777	2861
569	3785	2855
570	3791	2848
571	3797	2841
572	3803	2834
573	3809	2826
574	3815	2820
575	3822	2814
576	3830	2808
577	3836	2800
578	3842	2794
579	3849	2787
580	3856	2780
581	3862	2774
582	3869	2767
583	3875	2760
584	3882	2753
585	3889	2747
586	3896	2741
587	3903	2735
588	3909	2727
589	3915	2721
590	3922	2714
591	3928	2707
592	3935	2701
593	3943	2695
594	3951	2689
595	3958	2683
596	3966	2677
597	3975	2672
598	3981	2665
599	3989	2659
600	3995	2652
601	4002	2646
602	4010	2640
603	4017	2634
604	4024	2627
605	4031	2621
606	4038	2614
607	4045	2607
608	4051	2601
609	4057	2594
610	4063	2587
611	4071	2581
612	4078	2574
613	4085	2568
614	4091	2561
615	4097	2554
616	4103	2547
617	4109	2540
618	4116	2533
619	4122	2526
620	4128	2519
621	4134	2512
622	4141	2505
623	4147	2499
624	4154	2492
625	4160	2485
626	4166	2478
627	4172	2471
628	4178	2464
629	4185	2457
630	4191	2451
631	4199	2445
632	4207	2439
633	4213	2432
634	4222	2426
635	4231	2421
636	4238	2415
637	4246	2409
638	4253	2402
639	4260	2396
640	4268	2390
641	4276	2384
642	4283	2378
643	4290	2371
644	4296	2364
645	4303	2358
646	4309	2351
647	4315	2344
648	4321	2337
649	4327	2330
650	4334	2323
651	4341	2317
652	4350	2311
653	4359	2306
654	4369	2301
655	4379	2296
656	4394	2294
657	4407	2290
658	4414	2284
659	4421	2277
660	4430	2272
661	4440	2267
662	4449	2261
663	4458	2255
664	4466	2249
665	4472	2243
666	4478	2236
667	4484	2229
668	4491	2222
669	4497	2215
670	4503	2208
671	4510	2201
672	4516	2194
673	4522	2187
674	4529	2180
675	4535	2173
676	4542	2167
677	4548	2160
678	4555	2153
679	4563	2147
680	4570	2141
681	4577	2134
682	4584	2127
683	4590	2120
684	4597	2113
685	4603	2106
686	4609	2099
687	4616	2093
688	4622	2086
689	4627	2079
690	4633	2072
691	4640	2065
692	4648	2059
693	4655	2052
694	4662	2046
695	4668	2038
696	4674	2031
697	4680	2024
698	4686	2017
699	4692	2011
700	4698	2004
701	4705	1997
702	4711	1990
703	4718	1983
704	4726	1977
705	4734	1971
706	4742	1965
707	4748	1958
708	4754	1951
709	4760	1944
710	4766	1937
711	4772	1930
712	4778	1923
713	4784	1916
714	4791	1909
715	4798	1903
716	4804	1896
717	4810	1889
718	4816	1882
719	4821	1875
720	4828	1868
721	4834	1861
722	4841	1854
723	4847	1848
724	4853	1841
725	4859	1834
726	4865	1827
727	4871	1820
728	4878	1813
729	4884	1806
730	4890	1799
731	4896	1792
732	4903	1786
733	4911	1779
734	4918	1773
735	4928	1767
736	4937	1761
737	4945	1755
738	4954	1749
739	4961	1743
740	4969	1736
741	4976	1730
742	4983	1723
743	4991	1717
744	4999	1711
745	5005	1704
746	5012	1697
747	5018	1690
748	5024	1683
749	5030	1676
750	5036	1669
751	5043	1663
752	5050	1656
753	5056	1649
754	5062	1642
755	5070	1636
756	5077	1630
757	5086	1623
758	5093	1617
759	5099	1610
760	5105	1603
761	5111	1596
762	5117	1589
763	5123	1582
764	5129	1575
765	5135	1568
766	5141	1561
767	5148	1555
768	5155	1548
769	5162	1541
770	5168	1535
771	5174	1528
772	5181	1521
773	5188	1515
774	5197	1508
775	5203	1502
776	5210	1495
777	5218	1489
778	5226	1482
779	5233	1476
780	5242	1470
781	5249	1463
782	5256	1456
783	5264	1450
784	5271	1443
785	5277	1436
786	5284	1430
787	5291	1423
788	5298	1417
789	5305	1410
790	5311	1403
791	5317	1396
792	5323	1389
793	5329	1382
794	5335	1375
795	5341	1368
796	5347	1362
797	5353	1355
798	5359	1348
799	5365	1341
800	5371	1334
801	5378	1327
802	5384	1320
803	5390	1313
804	5395	1307
805	5401	1300
806	5408	1293
807	5414	1286
808	5420	1279
809	5426	1272
810	5432	1266
811	5440	1259
812	5448	1253
813	5455	1246
814	5462	1239
815	5469	1233
816	5475	1226
817	5481	1219
818	5488	1212
819	5494	1206
820	5500	1199
821	5507	1192
822	5513	1185
823	5520	1179
824	5528	1172
825	5534	1165
826	5541	1159
827	5547	1152
828	5554	1145
829	5561	1139
830	5568	1132
831	5574	1125
832	5580	1118
833	5587	1112
834	5594	1105
835	5601	1098
836	5608	1092
837	5614	1085
838	5620	1078
839	5627	1071
840	5635	1065
841	5643	1058
842	5651	1052
843	5660	1046
844	5668	1039
845	5674	1032
846	5681	1026
847	5687	1019
848	5694	1012
849	5700	1005
850	5706	999
851	5713	992
852	5718	985
853	5724	978
854	5731	971
855	5737	965
856	5742	958
857	5749	951
858	5756	944
859	5763	938
860	5769	931
861	5776	924
862	5782	918
863	5789	911
864	5795	904
865	5802	897
866	5811	891
867	5818	884
868	5824	878
869	5831	871
870	5839	864
871	5845	858
872	5852	851
873	5859	844
874	5866	838
875	5873	831
876	5879	824
877	5886	817
878	5892	811
879	5898	804
880	5905	797
881	5911	790
882	5918	784
883	5924	777
884	5930	770
885	5936	763
886	5943	757
887	5950	750
888	5956	743
889	5962	736
890	5969	730
891	5978	723
892	5985	717
893	5992	710
894	5999	703
895	6005	697
896	6012	690
897	6018	683
898	6024	676
899	6030	670
900	6037	663
901	6043	656
902	6049	649
903	6056	643
904	6062	636
905	6068	629
906	6074	622
907	6081	616
908	6087	609
909	6094	602
910	6099	595
911	6106	589
912	6112	582
913	6119	575
914	6125	569
915	6132	562
916	6139	555
917	6145	548
918	6153	542
919	6163	535
920	6172	529
921	6181	522
922	6191	516
923	6200	509
924	6207	503
925	6215	496
926	6222	490
927	6229	483
928	6236	476
929	6242	469
930	6248	463
931	6254	456
932	6261	449
933	6268	442
934	6274	436
935	6280	429
936	6287	422
937	6293	415
938	6300	409
939	6306	402
940	6312	395
941	6318	389
942	6325	382
943	6331	375
944	6338	368
945	6347	362
946	6354	355
947	6362	348
948	6369	342
949	6375	335
950	6384	328
951	6391	322
952	6398	315
953	6404	308
954	6411	302
955	6417	295
956	6422	288
957	6428	281
958	6434	275
959	6441	268
960	6447	261
961	6453	254
962	6459	248
963	6466	241
964	6473	234
965	6480	228
966	6486	221
967	6493	214
968	6499	207
969	6506	201
970	6513	194
971	6519	187
972	6527	181
973	6533	174
974	6540	167
975	6547	161
976	6555	154
977	6562	147
978	6567	140
979	6573	134
980	6579	127
981	6585	120
982	6591	113
983	6597	107
984	6603	100
985	6609	93
986	6615	87
987	6621	80
988	6627	73
989	6633	67
990	6639	60
991	6645	53
992	6652	46
993	6658	40
994	6664	33
995	6670	26
996	6676	20
997	6682	13
998	6688	6
999	6694	0
