iter	Logloss
293	0.4042663492
294	0.4042277599
295	0.4041489375
296	0.4040827644
297	0.4039734839
298	0.4038634881
299	0.4037717002
300	0.4036375027
301	0.4035356109
302	0.4034274921
303	0.4033116428
304	0.4032173729
305	0.4030941552
306	0.4029996186
307	0.4028652821
308	0.4027990561
309	0.4027304523
310	0.4025626432
311	0.402479923
312	0.4024053573
313	0.4022981297
314	0.4022188291
315	0.4022043093
316	0.4021155641
317	0.4020390488
318	0.4019496314
319	0.401816539
320	0.401724815
321	0.4016269391
322	0.4014996025
323	0.4014042532
324	0.4011798854
325	0.4010979659
326	0.4010250314
327	0.4009274598
328	0.4007787505
329	0.4007065335
330	0.400565904
331	0.4004163163
332	0.4002994567
333	0.4001504516
334	0.4001004843
335	0.3999598005
336	0.3998984644
337	0.3997552581
338	0.3995759821
339	0.3994663982
340	0.3993558015
341	0.3993212247
342	0.399197316
343	0.3991306958
344	0.3990446994
345	0.3988557408
346	0.3987395823
347	0.3986556105
348	0.3985806803
349	0.3985292852
350	0.3984463237
351	0.3983123028
352	0.3981805554
353	0.3980939682
354	0.3980298121
355	0.3979227844
356	0.3978007571
357	0.3977457386
358	0.3976807769
359	0.3976057901
360	0.3974794553
361	0.3974023353
362	0.3972938708
363	0.3971575688
364	0.3970590071
365	0.3969961941
366	0.3968873396
367	0.3967944585
368	0.3966841691
369	0.3965534897
370	0.396485833
371	0.3963970345
372	0.3963204764
373	0.3962752564
374	0.396212053
375	0.3961135713
376	0.3960005018
377	0.395893768
378	0.3957213761
379	0.3956139641
380	0.395507722
381	0.3954236388
382	0.3953736201
383	0.3952991109
384	0.395164439
385	0.3950451909
386	0.3949281079
387	0.3948471128
388	0.394691439
389	0.394579796
390	0.3944606331
391	0.3943966944
392	0.3943168807
393	0.3942289737
394	0.3941291826
395	0.3940527918
396	0.3938772904
397	0.3938142652
398	0.3937262479
399	0.3936522728
400	0.393542081
401	0.3934304169
402	0.3933294799
403	0.393216326
404	0.3931294052
405	0.3929977722
406	0.3929278581
407	0.3928143962
408	0.3926815528
409	0.3924939739
410	0.3923710478
411	0.392284375
412	0.3921990705
413	0.3921101547
414	0.3919637228
415	0.3918626769
416	0.3917516024
417	0.3916390943
418	0.3915728717
419	0.3914910871
420	0.3914314984
421	0.3913156165
422	0.3912014782
423	0.3910830452
424	0.3910067375
425	0.3909021227
426	0.3907452695
427	0.3906430692
428	0.3905139008
429	0.39037375
430	0.3902968532
431	0.3901540401
432	0.3900302069
433	0.389965584
434	0.3898316201
435	0.3897105466
436	0.3896680596
437	0.3895503005
438	0.3894887282
439	0.3893901167
440	0.3893081289
441	0.3892016056
442	0.3890928613
443	0.3890241142
444	0.3889047743
445	0.388735341
446	0.3886335606
447	0.3884952741
448	0.3884368859
449	0.3883559738
450	0.3883059994
451	0.3882185719
452	0.3881402161
453	0.3880419471
454	0.3879599055
455	0.3878304907
456	0.3877108741
457	0.3876121007
458	0.387548738
459	0.3874546542
460	0.3873746397
461	0.3872768796
462	0.3871833868
463	0.3870611895
464	0.3869721894
465	0.3869216085
466	0.386833479
467	0.3867858517
468	0.3866523122
469	0.3864928772
470	0.3863946574
471	0.386277937
472	0.3861755403
473	0.3860906176
474	0.3860120374
475	0.3859504445
476	0.385821507
477	0.3857279293
478	0.3856257567
479	0.3854794127
480	0.3853910593
481	0.3853121978
482	0.385240497
483	0.3851910397
484	0.3850412377
485	0.3849677688
486	0.3848503651
487	0.3847840297
488	0.3847253859
489	0.3846426404
490	0.3845531628
491	0.3844638835
492	0.3844030516
493	0.3842834108
494	0.3842123258
495	0.3840969466
496	0.3839580366
497	0.3838562005
498	0.3837469393
499	0.3836783305
500	0.3835812416
501	0.3835053006
502	0.3833826259
503	0.383222708
504	0.3831114925
505	0.3830282466
506	0.3829347814
507	0.382865018
508	0.3827452712
509	0.3826597152
510	0.3825514762
511	0.3824094521
512	0.3822928166
513	0.3821540219
514	0.3820637868
515	0.3820061007
516	0.3819589471
517	0.3819059819
518	0.3818133303
519	0.3817502705
520	0.3816955163
521	0.3816343754
522	0.3815753971
523	0.3814511509
524	0.3813154736
525	0.3811949624
526	0.3810724574
527	0.3809433242
528	0.3808348612
529	0.3807773436
530	0.3807439777
531	0.3806342785
532	0.3804799247
533	0.3804290904
534	0.380348658
535	0.3802822098
536	0.3801735222
537	0.3800879214
538	0.3800156867
539	0.3799401049
540	0.3797935838
541	0.3797116873
542	0.379595525
543	0.3795044202
544	0.37940741
545	0.3793491566
546	0.3792589151
547	0.3791405754
548	0.3790913986
549	0.3789900665
550	0.3789347932
551	0.378798637
552	0.3787360536
553	0.3785970058
554	0.3785201319
555	0.3784195045
556	0.3783485343
557	0.3782361106
558	0.3781172302
559	0.378024028
560	0.3778876801
561	0.377817019
562	0.3777462173
563	0.3777130489
564	0.3775678741
565	0.3774276476
566	0.3773285368
567	0.3772637101
568	0.3771399127
569	0.3770019595
570	0.3768831522
571	0.3767816002
572	0.3766996768
573	0.3766710022
574	0.3765761321
575	0.3763974599
576	0.3762849475
577	0.3761665703
578	0.3760680375
579	0.3760261357
580	0.37592548
581	0.3758482131
582	0.375738598
583	0.3756485796
584	0.3755416622
585	0.3754569558
586	0.3753275136
587	0.3752486515
588	0.3751417018
589	0.3750771039
590	0.3749667883
591	0.3749058162
592	0.3748460041
593	0.374694708
594	0.3746020843
595	0.3745132215
596	0.3744012085
597	0.3743262504
598	0.3742196407
599	0.3741367908
600	0.3740944951
601	0.3739798777
602	0.3738483579
603	0.3737238851
604	0.3736511177
605	0.3735671417
606	0.3734045597
607	0.3732876433
608	0.3731829999
609	0.3730990826
610	0.3730431381
611	0.3729506643
612	0.3728274856
613	0.3727773264
614	0.3727090411
615	0.3725961779
616	0.3725165359
617	0.3724128433
618	0.3723044644
619	0.3722109719
620	0.3721731102
621	0.3720751976
622	0.3720187415
623	0.3718980894
624	0.3718159683
625	0.3717480597
626	0.3716869473
627	0.3715818831
628	0.3714381185
629	0.3713795341
630	0.3712734866
631	0.3712041174
632	0.3710935481
633	0.3710658004
634	0.370924395
635	0.3708284316
636	0.3707251616
637	0.3705868753
638	0.3705032288
639	0.3703687049
640	0.3702061511
641	0.3701193975
642	0.3700136016
643	0.3699016576
644	0.3697972848
645	0.3697204985
646	0.3696627804
647	0.3695937204
648	0.36948742
649	0.3694239484
650	0.3693043024
651	0.3692369272
652	0.3691245325
653	0.3690381438
654	0.3689828734
655	0.3689278276
656	0.3688306833
657	0.3688119503
658	0.3687247469
659	0.3686445112
660	0.3685801675
661	0.3685281005
662	0.368437443
663	0.3683650966
664	0.3682542791
665	0.3681684225
666	0.3680994179
667	0.3680083078
668	0.3679489573
669	0.3678796985
670	0.3677622743
671	0.3676951521
672	0.3675964554
673	0.3674889463
674	0.367436512
675	0.3673837136
676	0.3672858947
677	0.3671852363
678	0.367110362
679	0.3670284108
680	0.3669385502
681	0.3668924078
682	0.3668431503
683	0.3667959682
684	0.3667018
685	0.3666374013
686	0.3665639038
687	0.3664707161
688	0.3664190127
689	0.3662567376
690	0.3661618108
691	0.3660785409
692	0.3659506133
693	0.3658402127
694	0.3657411583
695	0.3657031027
696	0.3655783795
697	0.3654806139
698	0.3654061578
699	0.3653326222
700	0.3652355334
701	0.3651053902
702	0.3650315837
703	0.3649569062
704	0.3648736953
705	0.3648161479
706	0.3647070948
707	0.3646309573
708	0.3645894161
709	0.3644497796
710	0.3643509773
711	0.3642740533
712	0.364166574
713	0.3640545729
714	0.3640057609
715	0.3639168236
716	0.3638210541
717	0.3637742917
718	0.3637320523
719	0.3636645085
720	0.3635213022
721	0.3634365404
722	0.3633052175
723	0.3632351176
724	0.3631553564
725	0.3631010414
726	0.3630450124
727	0.3629866802
728	0.362895511
729	0.362824204
730	0.3627972713
731	0.3627397918
732	0.3626479817
733	0.3625974855
734	0.3624990479
735	0.3624505453
736	0.3623709797
737	0.3622936906
738	0.3621821359
739	0.3621034144
740	0.3620112963
741	0.3618805899
742	0.3618429283
743	0.3617827441
744	0.3617034891
745	0.3616101349
746	0.3615404006
747	0.3614532207
748	0.3613982286
749	0.3613491647
750	0.3612073084
751	0.3611393999
752	0.3610514395
753	0.3610272031
754	0.3609357307
755	0.3608868069
756	0.3607662688
757	0.360688586
758	0.3606538447
759	0.3605339481
760	0.3604693846
761	0.360410828
762	0.3603495755
763	0.360248358
764	0.3601711531
765	0.3600615396
766	0.3599701797
767	0.3598958341
768	0.3597975355
769	0.3597235038
770	0.3596362425
771	0.3595579709
772	0.3595148603
773	0.3594575683
774	0.3593825485
775	0.3592945302
776	0.3592083949
777	0.359100484
778	0.3590381084
779	0.3589347297
780	0.3589152951
781	0.3588736169
782	0.3588204807
783	0.3587640048
784	0.3587067679
785	0.3586227679
786	0.3585394608
787	0.3584538577
788	0.3583954974
789	0.3582639201
790	0.3581842141
791	0.3581259661
792	0.3580465371
793	0.357926587
794	0.3578614874
795	0.3577978192
796	0.3577355551
797	0.3576491679
798	0.3575620214
799	0.3574385885
800	0.3573629848
801	0.3573059442
802	0.3572635083
803	0.3572017501
804	0.3571192088
805	0.3570599519
806	0.3569851364
807	0.3569110998
808	0.3568322944
809	0.3567579483
810	0.3566768371
811	0.3566162868
812	0.356504257
813	0.3564421907
814	0.356314291
815	0.3562713777
816	0.3561905198
817	0.3561260598
818	0.3560057453
819	0.3559528354
820	0.3559056813
821	0.355816163
822	0.3557116619
823	0.3556531038
824	0.3556003426
825	0.3555314301
826	0.3554719435
827	0.355394233
828	0.355337024
829	0.3552428839
830	0.3551599765
831	0.3551090588
832	0.3549830993
833	0.3549124964
834	0.3548682343
835	0.3547798238
836	0.3547365684
837	0.3546494498
838	0.3545879438
839	0.3545014782
840	0.3544246131
841	0.3543421848
842	0.3542531266
843	0.3542040344
844	0.3541375028
845	0.354094
846	0.3540253048
847	0.3539747519
848	0.3539302659
849	0.353892567
850	0.3538559165
851	0.3538038194
852	0.3537367243
853	0.3537101842
854	0.3536297216
855	0.3535660252
856	0.3535076646
857	0.3534456267
858	0.3533522168
859	0.3532689182
860	0.3531686556
861	0.3531025162
862	0.3530114371
863	0.3528776994
864	0.3527886144
865	0.3527035168
866	0.3526250197
867	0.35254804
868	0.3524939009
869	0.352418579
870	0.352334185
871	0.3522605753
872	0.3521454807
873	0.3520821583
874	0.3520583989
875	0.3520226177
876	0.3519492604
877	0.3518661308
878	0.3518165891
879	0.3517195282
880	0.3516573766
881	0.3515720833
882	0.3515129658
883	0.3514476128
884	0.3513829632
885	0.3513611974
886	0.3512932467
887	0.3512406158
888	0.3512026453
889	0.3511113704
890	0.351052785
891	0.3509458934
892	0.3509164043
893	0.3508558535
894	0.3507715992
895	0.3507027917
896	0.3506269631
897	0.3505446737
898	0.3504721606
899	0.3503666748
900	0.3503252778
901	0.3502465
902	0.3501858713
903	0.3501243938
904	0.3500482544
905	0.3499874225
906	0.3499620901
907	0.3498967367
908	0.3498319193
909	0.3497717363
910	0.3497121978
911	0.3496701833
912	0.349618282
913	0.3495879503
914	0.3495573294
915	0.3494536686
916	0.3493898876
917	0.3492567097
918	0.3491508291
919	0.3491079991
920	0.3490720789
921	0.348987122
922	0.3489175265
923	0.3488484085
924	0.3487310683
925	0.348604743
926	0.3485220613
927	0.3484781931
928	0.3484314602
929	0.3483740833
930	0.3483165939
931	0.3482847173
932	0.3482404287
933	0.348178923
934	0.3481030389
935	0.3480400168
936	0.3479507895
937	0.3479023417
938	0.3478847607
939	0.34782421
940	0.3477697821
941	0.3477236647
942	0.3476423312
943	0.3475906555
944	0.3475125233
945	0.3474594452
946	0.3474143409
947	0.3473701348
948	0.3473190768
949	0.3472785899
950	0.3471704353
951	0.3470941577
952	0.3470533784
953	0.3470070103
954	0.3469918446
955	0.3469515151
956	0.3468902071
957	0.3468317911
958	0.3467785988
959	0.3466968153
960	0.3466316306
961	0.346554143
962	0.3464805048
963	0.346433744
964	0.3463822358
965	0.3463336772
966	0.3462546139
967	0.3461935295
968	0.3461225596
969	0.3460501854
970	0.3459714921
971	0.3458536214
972	0.3457780452
973	0.3457376056
974	0.3457113183
975	0.3456489429
976	0.3455958905
977	0.3454898417
978	0.3454359754
979	0.3453204347
980	0.3452511501
981	0.345202759
982	0.3451490612
983	0.3450574765
984	0.3450040875
985	0.3449021401
986	0.3448554631
987	0.3447752517
988	0.3446856053
989	0.34463275
990	0.3445636622
991	0.3444956412
992	0.3444815988
993	0.3444038042
994	0.3443657763
995	0.344312302
996	0.3442582688
997	0.3441751921
998	0.3441316608
999	0.3440613364
